KOTA/KABUPATEN;KECAMATAN;REG;ESTIMASI REG;OKE;ESTIMASI OKE;YES;ESTIMASI YES;ORIGIN
Karangasem;Rendang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Badung;Sanur;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Buleleng;Sawan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Karangasem;Selat;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;Selemadeg;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;SelemadegBarat;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;SelemadegTimur;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Klungkung;Semarapura;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Buleleng;Seririt;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Karangasem;Sidemen;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Buleleng;Singaraja;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Buleleng;Sukasada;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gianyar;Sukawati;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangli;Susut;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;Tabanan;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Gianyar;Tampaksiring;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gianyar;TegalLalang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Buleleng;Tejakula;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangli;Tembuku;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gianyar;Ubud;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Anggrek;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
GorontaloUtara;Anggrek;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Atinggola;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
GorontaloUtara;Atinggota;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Batudaa;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Boliyohuto;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
BoneBolango;BonePanta;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Bongomeme;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Boalemo;Botumoito;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Boalemo;Dulupi;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Dungingi;64000;4 - 5 Hari;55000;6 - 7 Hari;-;-;YOGYAKARTA
Gorontalo;Gorontalo;64000;4 - 5 Hari;55000;6 - 7 Hari;-;-;YOGYAKARTA
BoneBolango;Kabila;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;KotaBarat;64000;4 - 5 Hari;55000;6 - 7 Hari;-;-;YOGYAKARTA
Gorontalo;KotaSelatan;64000;4 - 5 Hari;55000;6 - 7 Hari;-;-;YOGYAKARTA
Gorontalo;KotaTimur;64000;4 - 5 Hari;55000;6 - 7 Hari;-;-;YOGYAKARTA
Gorontalo;KotaUtara;64000;4 - 5 Hari;55000;6 - 7 Hari;-;-;YOGYAKARTA
GorontaloUtara;Kwandang;86000;6 - 7 Hari;74000;7 - 8 Hari;-;-;YOGYAKARTA
Pahuwalo;Lemito;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Limboto;86000;6 - 7 Hari;74000;7 - 8 Hari;-;-;YOGYAKARTA
Gorontalo;LimbotoBarat;86000;6 - 7 Hari;74000;7 - 8 Hari;-;-;YOGYAKARTA
Boalemo;Mananggu;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Pahuwalo;Marisa;86000;6 - 7 Hari;74000;7 - 8 Hari;-;-;YOGYAKARTA
Gorontalo;Mootilango;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Pahuwalo;Paguat;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Boalemo;Paguyaman;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Pahuwalo;Patilanggio;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Pahuwalo;Popayato;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Pulubala;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Pahuwalo;Randangan;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Sumalata;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
GorontaloUtara;Sumalata;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
BoneBolango;Suwawa;86000;6 - 7 Hari;74000;7 - 8 Hari;-;-;YOGYAKARTA
Pahuwalo;Taluditi;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
BoneBolango;Tapa;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Telaga;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Tibawa;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Boalemo;Tilamuta;86000;6 - 7 Hari;74000;7 - 8 Hari;-;-;YOGYAKARTA
Gorontalo;Tolangohula;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Gorontalo;Tolinggula;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
GorontaloUtara;Tolingula;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Boalemo;Wonosari;108000;7 - 8 Hari;93000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Ajung;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Ambulu;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Arjasa;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Balung;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Bangorejo;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Bangsalsari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Banyuwangi;36000;4 - 5 Hari;31000;7 - 8 Hari;-;-;YOGYAKARTA
Bondowoso;Binakal;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Bondowoso;36000;4 - 5 Hari;31000;7 - 8 Hari;-;-;YOGYAKARTA
Bondowoso;Cermee;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Cluring;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Curahdami;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Gambiran;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Genteng;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Giri;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Glagah;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Glenmore;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Grujugan;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Gumukmas;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Jelbuk;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Jember;26000;3 - 4 Hari;23000;5 - 6 Hari;-;-;YOGYAKARTA
Jember;Jenggawah;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Jombang;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Kabat;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Kalibaru;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Kalipuro;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Kalisat;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Kaliwates;26000;3 - 4 Hari;23000;5 - 6 Hari;-;-;YOGYAKARTA
Jember;Kencong;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Klabang;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Ledokombo;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Licin;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Maesan;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Mayang;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Mumbulsari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Muncar;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Pakem;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Pakusari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Panti;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Patrang;26000;3 - 4 Hari;23000;5 - 6 Hari;-;-;YOGYAKARTA
Banyuwangi;Pesanggaran;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Prajekan;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Puger;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Pujer;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Purwoharjo;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Rambipuji;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Rogojampi;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Semboro;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Sempol;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Sempu;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Siliragung;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Silo;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Singojuruh;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Songgon;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Srono;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Sukorambi;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Sukosari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Sukowono;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Sumberbaru;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Sumberjambe;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Sumbersari;26000;3 - 4 Hari;23000;5 - 6 Hari;-;-;YOGYAKARTA
Bondowoso;Sumberwringin;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Tamanan;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Tanggul;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Tapen;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Tegalampel;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Tegaldlimo;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Tegalsari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Tempurejo;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Tenggarang;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Tlogosari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Umbulsari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuwangi;Wongsorejo;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Wonosari;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bondowoso;Wringin;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Jember;Wuluhan;45000;7 - 8 Hari;39000;9 - 10 Hari;-;-;YOGYAKARTA
Bantul;Bambanglipuro;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Bantul;Banguntapan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Bantul;Bantul;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Sleman;Berbah;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Sleman;Cangkringan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Yogyakarta;Danurejan;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Sleman;Depok;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Bantul;Dlingo;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
KulonProgo;Galur;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Sleman;Gamping;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Gedangsari;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Yogyakarta;Gedongtengen;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
KulonProgo;Girimulyo;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
GunungKidul;Girisubo;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Sleman;Godean;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Yogyakarta;Gondokusuman;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Yogyakarta;Gondomanan;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Bantul;Imogiri;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Bantul;Jetis;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Yogyakarta;Jetis;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Sleman;Kalasan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
KulonProgo;Kalibawang;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
GunungKidul;Karangmojo;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Kasihan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
KulonProgo;Kokap;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Yogyakarta;Kotagede;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Yogyakarta;Kraton;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Bantul;Kretek;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
KulonProgo;Lendah;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Yogyakarta;Mantrijeron;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Yogyakarta;Mergangsan;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Sleman;Minggir;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Sleman;Mlati;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Sleman;Moyudan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
KulonProgo;Nanggulan;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Sleman;Ngaglik;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Yogyakarta;Ngampilan;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
GunungKidul;Ngawen;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Sleman;Ngemplak;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Nglipar;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Pajangan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Sleman;Pakem;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Yogyakarta;Pakualaman;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
GunungKidul;Paliyan;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Pandak;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Panggang;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
KulonProgo;Panjatan;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
GunungKidul;Patuk;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
KulonProgo;Pengasih;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Piyungan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Playen;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Pleret;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Ponjong;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Sleman;Prambanan;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Bantul;Pundong;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Purwosari;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
GunungKidul;Rongkop;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
KulonProgo;Samigaluh;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Sanden;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Saptosari;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Sedayu;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Semanu;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
GunungKidul;Semin;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
KulonProgo;Sentolo;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Bantul;Sewon;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Sleman;Seyegan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
Sleman;Sleman;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Bantul;Srandakan;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Tanjungsari;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Yogyakarta;Tegalrejo;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
KulonProgo;Temon;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Sleman;Tempel;8000;1 - 2 Hari;7000;4 - 6 Hari;12000;-;YOGYAKARTA
GunungKidul;Tepus;8000;1 - 2 Hari;7000;4 - 6 Hari;-;-;YOGYAKARTA
Sleman;Turi;8000;1 - 2 Hari;7000;04-Jun;12000;-;YOGYAKARTA
Yogyakarta;Umbulharjo;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
KulonProgo;Wates;6000;1 - 2 Hari;5000;3 - 4 Hari;12000;-;YOGYAKARTA
Yogyakarta;Wirobrajan;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
GunungKidul;Wonosari;6000;1 - 2 Hari;5000;3 - 4 Hari;12000;-;YOGYAKARTA
Yogyakarta;Yogyakarta;4000;1 - 2 Hari;3000;3 - 4 Hari;7000;-;YOGYAKARTA
Kendari;Abeli;52000;4 - 5 Hari;45000;6 - 7 Hari;-;-;YOGYAKARTA
Konawe;Abuki;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
KonaweUtara/Selatan;Andolo/Wanggodo;83000;6 - 7 Hari;71000;7 - 8 Hari;-;-;YOGYAKARTA
KonaweUtara/Selatan;Angata;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Konawe;Asera;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Barangka;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Kendari;Barat;52000;4 - 5 Hari;45000;6 - 7 Hari;-;-;YOGYAKARTA
Kendari;Baruga;52000;4 - 5 Hari;45000;6 - 7 Hari;-;-;YOGYAKARTA
Muna;Batalaiworu;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Buton_ButonUtara;Batauga;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Buton_ButonUtara;BatuAtas;156000;+ 10 Hari;-;-;-;-;YOGYAKARTA
KolakaUtara;BatuPutih;156000;+ 10 Hari;-;-;-;-;YOGYAKARTA
KotaBauBau;Bau-Bau;83000;6 - 7 Hari;71000;7 - 8 Hari;-;-;YOGYAKARTA
Kolaka;Baula;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
KotaBauBau;Betoambari;104000;6 - 7 Hari;89000;7 - 8 Hari;-;-;YOGYAKARTA
Wakatobi;Binongko;156000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Konawe;BondoalaSampara;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Bonegunu;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
KotaBauBau;Bungi;104000;6 - 7 Hari;89000;7 - 8 Hari;-;-;YOGYAKARTA
Buton_ButonUtara;Buranga;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;DurukaBone;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Buton_ButonUtara;Gu;156000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Bombana;Kabaena;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Bombana;KabaenaTimur;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Kabangka;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Kabawo;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Buton_ButonUtara;Kadatua;156000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Wakatobi;Kaledupa;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Kambowa;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Buton_ButonUtara;Kapontori;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Katobu;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Kendari;Kendar;52000;4 - 5 Hari;45000;6 - 7 Hari;-;-;YOGYAKARTA
Kendari;Kendari;52000;4 - 5 Hari;45000;6 - 7 Hari;-;-;YOGYAKARTA
KolakaUtara;Kodeoha;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
KotaBauBau;Kokalukuna;104000;6 - 7 Hari;89000;7 - 8 Hari;-;-;YOGYAKARTA
Kolaka;Kolaka;83000;6 - 7 Hari;71000;7 - 8 Hari;-;-;YOGYAKARTA
KonaweUtara/Selatan;Kolono;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
KonaweUtara/Selatan;Konda;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Kontunaga;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Kulisusu;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;KulisusuBarat;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;KulisusuUtara;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Muna;Kusambi;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Kolaka;Ladongi;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
KonaweUtara/Selatan;Lainea;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Buton_ButonUtara;Lakudo;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Kolaka;Lambadia;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
Konawe;Lambuya;104000;7 - 8 Hari;89000;9 - 10 Hari;-;-;YOGYAKARTA
